,output
20708,1
20709,1
20711,1
20712,1
20714,0
20715,0
20716,1
20717,1
20719,0
20720,0
20721,0
20722,1
20723,1
20724,1
20725,1
20726,0
20727,1
20728,0
20730,1
20733,1
20734,2
20735,2
20736,1
20737,2
20738,0
20739,0
20740,1
20742,1
20743,1
20744,0
20747,2
20748,1
20750,0
20752,0
20754,1
20756,1
20757,0
20758,0
20759,0
20760,0
20761,1
20762,1
20763,1
20764,2
20765,1
20766,0
20767,0
20768,0
20770,0
20771,1
20774,1
20775,1
20776,1
20777,1
20778,1
20779,1
20781,1
20782,2
20784,0
20785,0
20786,1
20787,1
20788,0
20789,1
20790,1
20791,1
20792,1
20793,2
20795,1
20797,1
20798,1
20800,1
20801,1
20802,0
20803,0
20804,0
20805,1
20806,2
20807,0
20808,1
20810,0
20811,0
20812,1
20813,1
20814,1
20815,1
20816,0
20817,1
20821,1
20822,2
20823,0
20824,1
20825,1
20826,0
20827,1
20828,0
20829,0
20830,1
20831,0
20833,1
20835,1
20836,2
20837,0
20839,0
20841,1
20843,0
20844,1
20845,1
20846,0
20847,0
20848,2
20849,1
20850,1
20851,1
20852,1
20853,0
20854,1
20855,0
20856,1
20858,0
20860,1
20861,1
20862,0
20863,0
20864,0
20865,1
20866,1
20867,0
20868,1
20869,0
20871,0
20872,0
20873,2
20874,0
20875,0
20876,1
20878,0
20879,1
20881,1
20885,1
20886,0
20890,2
20891,0
20893,0
20894,0
20895,0
20896,1
20897,1
20900,1
20901,1
20903,0
20904,1
20905,1
20906,1
20907,0
20908,0
20909,1
20910,1
20911,0
20912,0
20913,1
20914,1
20915,1
20916,0
20917,0
20918,0
20919,1
20920,0
20921,1
20922,1
20923,0
20924,0
20925,2
20926,1
20927,0
20929,1
20930,0
20931,0
20932,1
20933,1
20934,1
20935,1
20936,1
20937,1
20939,1
20940,1
20941,1
20942,1
20943,1
20944,1
20946,1
20947,1
20948,2
20949,0
20950,1
20952,1
20954,1
20956,1
20957,1
20959,0
20960,1
20961,1
20962,1
20963,1
20966,0
20967,1
20969,1
20970,0
20972,1
20973,0
20974,1
20975,0
20976,0
20978,1
20983,2
20984,0
20985,1
20987,1
20991,1
20992,0
20993,1
20995,1
20996,0
20997,1
20998,0
21000,2
21001,0
21002,1
21003,1
21004,0
21006,1
21007,1
21008,1
21010,1
21011,1
21012,0
21013,1
21014,1
21016,1
21018,1
21019,0
21020,0
21021,0
21022,0
21023,0
21025,1
21026,1
21028,0
21029,0
21030,0
21031,0
21032,1
21034,1
21035,1
21036,1
21037,1
21039,1
21040,1
21042,1
21043,1
21044,1
21046,1
21047,0
21048,0
21049,1
21050,0
21051,1
21052,1
21053,1
21054,0
21055,0
21056,1
21060,1
21061,1
21063,1
21064,1
21065,1
21066,1
21067,1
21068,1
21069,1
21070,2
21071,1
21073,0
21076,2
21077,0
21078,1
21080,1
21082,0
21083,0
21084,1
21085,1
21086,1
21087,0
21088,0
21089,1
21090,1
21093,1
21094,1
21095,1
21099,0
21102,1
21103,0
21106,1
21109,0
21110,0
21111,0
21112,0
21113,0
21114,1
21115,0
21117,1
21118,0
21119,1
21120,0
21121,1
21123,0
21124,1
21125,2
21126,1
21127,1
21128,0
21129,0
21130,1
21132,0
21134,0
21135,1
21136,0
21137,1
21138,0
21139,1
21140,1
21142,1
21144,1
21145,0
21146,2
21147,1
21148,1
21149,0
21150,0
21152,1
21153,0
21156,1
21157,0
21158,1
21160,1
21161,0
21162,1
21163,1
21164,1
21165,0
21166,0
21168,0
21170,0
21172,1
21174,0
21175,1
21176,1
21178,1
21179,2
21180,0
21182,2
21184,1
21186,1
21187,1
21188,0
21190,0
21191,0
21192,1
21193,2
21194,0
21195,1
21196,0
21199,1
21200,0
21201,1
21202,0
21203,0
21204,0
21206,0
21208,0
21209,1
21210,1
21212,0
21213,2
21215,2
21216,1
21217,0
21219,1
21220,1
21221,0
21222,1
21223,0
21225,0
21227,1
21231,0
21232,1
21233,1
21234,1
21235,0
21236,1
21237,0
21238,1
21239,0
21240,1
21241,0
21242,1
21243,1
21244,1
21246,0
21247,0
21248,0
21249,1
21251,1
21252,0
21253,1
21254,1
21255,1
21256,1
21257,0
21258,0
21259,0
21260,1
21261,0
21263,0
21264,1
21265,1
21266,1
21267,1
21268,1
21269,0
21270,0
21271,1
21272,0
21276,1
21277,1
21278,2
21279,1
21280,0
21281,1
21282,1
21283,0
21284,1
21285,1
21286,0
21287,1
21288,0
21289,1
21290,1
21295,0
21296,0
21297,0
21298,1
21301,1
21302,1
21303,1
21304,1
21305,1
21306,1
21307,1
21308,1
21309,1
21312,1
21314,2
21315,1
21318,1
21319,1
21320,1
21321,0
21322,2
21323,0
21324,0
21325,1
21326,0
21327,1
21328,0
21329,1
21330,1
21331,0
21333,0
21334,1
21336,0
21337,1
21338,1
21339,1
21340,0
21342,1
21343,1
21344,1
21345,0
21347,1
21348,1
21349,0
21350,2
21351,1
21352,0
21353,0
21354,0
21355,0
21357,1
21358,1
21359,1
21360,1
21362,1
21364,1
21365,1
21367,0
21368,1
21369,0
21370,1
21371,2
21372,1
21374,0
21375,1
21376,0
21377,1
21378,0
21379,0
21380,1
21381,1
21383,2
21384,0
21385,1
21386,0
21388,0
21389,1
21390,0
21391,0
21392,1
21393,1
21395,0
21396,1
21397,1
21398,1
21399,1
21400,0
21404,1
21405,0
21406,1
21407,1
21409,0
21410,0
21411,2
21412,0
21414,1
21415,1
21416,0
21417,1
21418,1
21419,1
21420,0
21421,1
21424,2
21425,0
21426,0
21427,0
21428,0
21430,1
21431,1
21432,1
21433,2
21434,1
21436,1
21437,0
21438,0
21439,0
21440,2
21441,0
21442,0
21443,0
21444,2
21445,1
21446,1
21447,1
21448,0
21450,1
21452,1
21454,1
21455,0
21456,0
21457,1
21458,2
21459,2
21460,1
21461,1
21463,0
21465,1
21466,0
21467,1
21468,1
21469,1
21472,0
21473,1
21475,1
21476,0
21477,1
21479,0
21480,1
21481,1
21482,0
21483,0
21484,1
21485,0
21487,1
21489,2
21490,0
21491,0
21492,1
21493,1
21494,1
21495,1
21496,0
21497,1
21499,0
21501,1
21503,1
21504,0
21505,1
21506,0
21507,1
21508,1
21509,1
21510,1
21511,1
21512,0
21513,1
21514,0
21515,1
21517,1
21518,0
21520,1
21521,1
21522,1
21523,1
21524,1
21526,0
21527,2
21528,1
21529,1
21530,0
21531,0
21532,0
21533,1
21534,0
21536,0
21537,2
21538,1
21539,1
21540,1
21541,1
21542,0
21544,0
21545,1
21546,0
21547,2
21548,1
21549,0
21550,1
21551,1
21552,0
21553,0
21554,0
21555,1
21556,0
21557,1
21559,1
21560,1
21561,1
21562,1
21563,1
21565,0
21566,0
21567,1
21570,1
21571,1
21573,0
21575,1
21576,0
21577,1
21580,2
21581,0
21582,1
21583,1
21584,1
21585,0
21588,1
21590,1
21591,1
21592,0
21593,0
21594,0
21595,1
21596,1
21597,1
21601,1
21603,1
21604,0
21607,0
21608,1
21609,1
21610,2
21612,1
21615,1
21616,1
21618,1
21619,0
21620,0
21621,0
21622,1
21623,0
21624,0
21625,1
21626,0
21628,0
21631,1
21632,0
21633,1
21634,0
21635,0
21637,1
21638,1
21639,0
21640,0
21641,0
21643,1
21644,1
21645,1
21646,1
21647,1
21648,2
21650,1
21651,0
21652,2
21653,1
21654,1
21655,1
21657,1
21658,1
21659,1
21660,1
21661,1
21662,0
21663,2
21664,1
21665,0
21666,0
21667,2
21671,0
21672,0
21673,0
21675,0
21676,0
21677,0
21678,1
21679,1
21680,0
21681,0
21682,1
21683,0
21685,0
21686,0
21687,1
21688,1
21689,0
21690,0
21691,0
21692,1
21693,1
21694,2
21695,1
21696,1
21697,1
21698,1
21699,1
21700,0
21703,1
21705,1
21707,1
21708,1
21709,1
21710,1
21711,0
21715,0
21718,1
21719,1
21721,0
21722,1
21723,2
21724,0
21725,1
21726,1
21727,0
21728,1
21729,1
21733,0
21734,1
21735,0
21736,0
21738,1
21740,0
21741,0
21743,1
21744,1
21745,1
21746,1
21747,0
21748,2
21749,1
21750,1
21751,0
21752,0
21754,0
21755,0
21757,1
21758,1
21759,1
21760,1
21761,1
21762,0
21763,0
21764,1
21765,0
21766,0
21769,2
21770,1
21771,2
21772,0
21773,1
21775,1
21776,1
21777,1
21778,0
21779,1
21780,1
21781,2
21782,1
21783,0
21784,1
21785,1
21786,0
21789,1
21790,0
21791,0
21792,0
21793,1
21794,1
21795,2
21797,0
21798,1
21799,1
21800,1
21801,1
21802,0
21803,0
21805,1
21806,0
21807,0
21808,1
21809,1
21810,0
21811,1
21812,1
21813,0
21815,0
21817,0
21819,1
21820,1
21821,0
21822,1
21823,0
21824,1
21825,1
21827,1
21828,1
21830,1
21831,0
21832,0
21833,0
21836,1
21837,1
21838,1
21839,1
21840,1
21841,1
21842,1
21843,1
21844,2
21845,0
21847,1
21848,1
21849,0
21851,0
21852,0
21853,1
21855,1
21857,0
21859,0
21860,0
21861,0
21863,0
21864,1
21865,1
21866,0
21867,1
21869,0
21870,1
21871,0
21872,1
21875,1
21877,1
21878,0
21879,1
21880,1
21881,1
21882,1
21883,1
21885,2
21886,0
21887,2
21888,0
21890,0
21893,0
21894,0
21895,0
21896,0
21897,1
21898,0
21899,0
21900,1
21902,1
21903,0
21904,0
21905,0
21906,1
21907,1
21908,1
21909,2
21910,1
21911,2
21912,0
21914,0
21916,0
21921,0
21922,0
21923,1
21925,2
21926,1
21927,0
21928,1
21929,1
21930,1
21931,0
21932,2
21933,1
21934,1
21937,1
21938,1
21939,1
21940,0
21941,1
21942,1
21943,0
21944,1
21945,2
21946,1
21947,1
21948,1
21951,0
21952,0
21953,1
21954,2
21955,0
21956,1
21957,0
21958,2
21959,2
21960,2
21961,0
21962,0
21963,1
21964,1
21965,1
21966,0
21967,0
21968,0
21969,0
21970,2
21971,1
21972,0
21974,0
21975,0
21977,2
21978,0
21979,1
21980,0
21981,1
21982,0
21983,0
21985,1
21986,2
21987,1
21988,1
21989,1
21990,0
21991,1
21992,1
21993,1
21994,1
21995,1
21996,0
21998,1
21999,1
22001,1
22002,1
22004,2
22005,0
22007,0
22008,1
22009,1
22010,2
22011,1
22012,1
22016,1
22017,1
22018,0
22019,1
22020,1
22021,1
22022,1
22023,1
22024,1
22025,0
22027,0
22028,0
22029,1
22030,1
22031,1
22032,0
22033,1
22034,0
22035,1
22036,0
22037,0
22038,0
22039,1
22040,0
22042,1
22043,1
22044,0
22045,1
22046,1
22047,1
22049,1
22050,1
22051,0
22052,0
22053,1
22054,2
22055,0
22056,1
22057,0
22059,1
22060,0
22061,1
22063,0
22064,1
22066,0
22067,0
22068,0
22069,0
22070,0
22071,2
22072,2
22073,0
22074,1
22075,1
22077,1
22078,0
22079,1
22080,0
22082,0
22083,1
22084,1
22085,0
22086,0
22087,2
22088,1
22089,0
22090,1
22091,1
22092,0
22093,2
22094,1
22096,2
22098,0
22099,0
22100,1
22101,1
22102,1
22104,1
22106,0
22107,1
22108,0
22109,1
22110,0
22112,0
22113,1
22115,0
22116,1
22117,0
22119,1
22120,0
22121,1
22122,1
22125,0
22126,1
22127,2
22128,0
22129,0
22130,2
22131,2
22132,1
22134,1
22136,1
22138,0
22139,0
22140,1
22141,1
22143,0
22144,0
22145,2
22146,1
22147,0
22148,0
22149,0
22151,2
22152,1
22153,1
22154,1
22155,1
22156,1
22157,0
22159,1
22160,1
22161,1
22163,2
22164,0
22165,1
22166,1
22167,1
22168,1
22169,1
22171,1
22172,0
22173,0
22174,1
22176,1
22178,0
22179,0
22182,2
22185,1
22187,0
22188,2
22189,1
22191,0
22192,1
22195,0
22197,0
22198,0
22199,2
22200,0
22201,1
22202,0
22203,1
22204,0
22206,1
22208,0
22209,0
22210,0
22212,1
22213,1
22214,0
22215,1
22216,1
22218,1
22219,1
22220,0
22221,1
22222,2
22223,1
22224,1
22225,1
22226,1
22227,1
22228,0
22229,1
22230,1
22231,2
22232,1
22233,2
22234,0
22235,1
22236,0
22237,1
22238,0
22239,2
22240,0
22241,0
22242,1
22243,1
22244,1
22246,0
22247,0
22248,0
22249,1
22251,0
22252,0
22253,0
22254,1
22256,1
22257,2
22258,1
22259,0
22260,1
22261,1
22262,0
22263,2
22264,0
22265,1
22266,1
22268,1
22269,1
22272,0
22274,0
22276,1
22277,1
22279,1
22281,0
22282,0
22283,1
22284,0
22285,0
22287,0
22289,1
22291,1
22292,1
22293,0
22295,1
22296,0
22297,1
22298,1
22299,2
22300,1
22301,2
22302,0
22303,1
22304,0
22305,0
22306,0
22307,1
22308,1
22309,1
22310,1
22312,1
22313,0
22315,0
22316,1
22317,1
22318,0
22319,2
22320,0
22321,1
22322,1
22324,1
22325,1
22327,1
22329,1
22330,1
22331,1
22332,1
22334,2
22335,0
22336,0
22337,0
22338,0
22339,1
22340,1
22342,1
22344,1
22347,0
22348,1
22349,1
22350,1
22353,1
22355,0
22356,1
22357,1
22358,0
22359,1
22360,1
22361,0
22362,1
22363,1
22364,1
22365,1
22366,1
22367,0
22368,1
22369,1
22370,0
22371,0
22372,2
22373,1
22374,0
22376,1
22377,1
22378,0
22380,1
22381,1
22383,1
22384,2
22385,1
22386,0
22388,1
22389,1
22390,0
22392,0
22393,0
22395,1
22396,0
22397,1
22398,1
22399,0
22400,1
22402,1
22403,0
22405,1
22406,1
22407,2
22409,1
22411,1
22412,1
22413,0
22414,2
22415,2
22416,1
22417,0
22418,0
22419,0
22420,0
22421,0
22422,0
22423,1
22424,0
22425,1
22426,1
22427,1
22428,1
22430,0
22431,2
22433,0
22434,0
22435,1
22436,1
22437,0
22439,1
22440,1
22441,1
22443,0
22444,1
22446,1
22447,0
22449,1
22450,2
22451,0
22453,1
22454,1
22455,0
22459,0
22460,0
22462,0
22463,1
22464,1
22465,1
22466,1
22467,1
22469,1
22470,0
22472,1
22474,0
22475,0
22477,0
22478,1
22480,0
22481,1
22482,0
22483,1
22484,0
22485,0
22487,0
22488,1
22489,0
22490,0
22491,0
22492,1
22493,0
22494,0
22495,2
22497,1
22499,1
22501,1
22503,1
22504,0
22505,0
22506,1
22507,0
22508,1
22509,1
22510,1
22511,1
22512,1
22513,1
22515,0
22516,2
22517,1
22518,1
22520,1
22521,1
22522,1
22523,0
22524,1
22526,1
22527,0
22528,1
22529,0
22530,0
22531,0
22532,0
22534,1
22537,1
22539,2
22540,0
22541,1
22543,1
22544,0
22547,1
22549,0
22550,1
22551,0
22552,2
22553,0
22554,0
22555,1
22557,1
22558,1
22559,2
22560,1
22561,0
22562,1
22563,1
22564,0
22565,1
22567,1
22568,1
22569,1
22571,1
22572,1
22573,0
22577,0
22578,0
22579,0
22580,1
22581,0
22582,1
22583,1
22584,0
22587,1
22588,1
22589,1
22590,1
22591,1
22592,2
22593,1
22594,1
22595,0
22596,0
22597,2
22598,1
22599,1
22600,1
22601,0
22604,0
22605,0
22607,0
22608,1
22609,1
22611,1
22614,1
22615,1
22617,0
22618,1
22619,1
22620,1
22621,1
22623,0
22624,0
22625,0
22627,0
22629,1
22632,0
22633,1
22634,0
22635,0
22636,1
22637,1
22638,1
22639,1
22640,1
22641,1
22643,1
22644,0
22645,0
22647,2
22650,2
22651,1
22652,0
22654,0
22655,1
22656,1
22658,1
22659,1
22660,0
22661,1
22662,1
22663,1
22664,0
22666,2
22667,0
22668,0
22670,1
22671,2
22672,1
22673,1
22674,0
22675,1
22676,1
22677,0
22678,2
22679,0
22683,0
22684,1
22685,0
22689,2
22690,1
22691,1
22692,0
22694,0
22696,0
22697,0
22698,0
22699,1
22700,1
22701,1
22702,1
22703,1
22704,1
22705,0
22707,1
22708,1
22709,1
22710,0
22711,1
22712,1
22713,0
22714,1
22715,0
22716,1
22717,1
22718,0
22719,0
22720,0
22721,1
22722,1
22723,1
22724,1
22725,2
22726,0
22727,1
22728,1
22729,1
22730,0
22731,1
22732,1
22733,0
22734,1
22736,0
22737,0
22738,1
22739,1
22743,2
22744,2
22745,0
22746,1
22747,0
22748,1
22750,1
22751,0
22752,0
22753,0
22754,1
22755,1
22757,0
22758,2
22759,1
22760,1
22761,1
22762,2
22763,0
22764,1
22765,0
22766,0
22767,0
22768,1
22770,1
22771,1
22772,0
22773,1
22775,2
22776,0
22777,0
22778,0
22779,0
22780,1
22781,1
22782,0
22783,0
22784,0
22787,1
22788,1
22790,0
22791,1
22793,1
22794,1
22795,2
22797,0
22798,0
22799,1
22800,1
22801,2
22804,1
22805,0
22806,1
22808,1
22809,0
22810,1
22811,1
22812,0
22813,0
22814,2
22815,0
22816,1
22817,0
22819,1
22820,1
22821,1
22822,0
22823,0
22824,0
22825,1
22827,0
22828,0
22829,1
22831,0
22832,1
22833,0
22834,0
22835,1
22836,0
22837,0
22839,1
22840,1
22842,1
22844,1
22845,1
22846,0
22847,0
22848,0
22849,0
22850,1
22851,1
22852,0
22853,1
22854,1
22855,1
22856,1
22857,2
22858,0
22859,1
22860,1
22861,0
22862,0
22863,1
22864,1
22867,1
22868,1
22869,0
22870,1
22871,1
22872,0
22873,0
22875,1
22876,1
22877,1
22878,1
22879,1
22880,1
22881,1
22882,0
22883,1
22884,0
22885,1
22886,1
22887,0
22888,0
22889,0
22890,1
22891,2
22893,2
22895,0
22897,1
22898,0
22899,1
22901,1
22902,1
22903,1
22904,1
22905,1
22907,0
22908,1
22909,0
22910,1
22911,2
22913,1
22914,2
22915,1
22916,0
22917,1
22918,1
22919,0
22921,1
22922,1
22923,0
22924,0
22927,0
22929,1
22930,0
22931,1
22932,1
22933,0
22934,1
22935,1
22937,1
22938,1
22939,1
22940,1
22941,1
22942,1
22943,1
22944,1
22945,2
22947,1
22948,0
22949,1
22950,1
22952,0
22953,0
22954,1
22957,1
22959,1
22960,0
22961,1
22962,0
22963,0
22964,0
22966,1
22967,1
22968,0
22969,1
22974,1
22975,0
22976,1
22977,0
22978,1
22979,0
22980,1
22981,1
22983,0
22985,2
22986,1
22987,0
22988,0
22989,2
22991,1
22992,2
22993,2
22995,0
22997,0
22998,0
22999,1
23000,1
23001,1
23002,0
23003,0
23004,1
23005,1
23006,1
23007,2
23009,1
23010,1
23012,1
23014,1
23016,0
23017,1
23018,1
23019,1
23020,2
23021,0
23022,0
23024,0
23025,1
23026,2
23027,0
23028,1
23029,0
23030,1
23032,0
23034,0
23035,1
23036,0
23037,1
23038,0
23039,0
23040,2
23041,0
23042,0
23044,0
23045,1
23046,2
23047,0
23048,0
23049,0
23050,1
23051,0
23052,1
23053,2
23055,0
23056,1
23057,1
23058,0
23059,0
23060,0
23061,0
23063,0
23064,1
23065,1
23066,1
23067,1
23069,0
23070,1
23071,0
23072,1
23073,0
23074,1
23076,1
23077,1
23078,0
23079,0
23081,1
23082,1
23083,1
23084,0
23085,1
23086,1
23087,0
23088,0
23089,0
23090,1
23092,1
23093,0
23094,0
23095,1
23096,1
23097,1
23098,1
23099,0
23100,1
23102,1
23103,1
23104,1
23105,0
23107,1
23108,0
23109,1
23110,0
23111,2
23112,0
23113,1
23115,0
23116,0
23118,1
23120,1
23122,1
23123,1
23124,1
23125,1
23126,1
23129,1
23130,1
23131,1
23132,1
23134,0
23137,0
23138,1
23139,2
23140,1
23141,1
23142,1
23144,1
23145,1
23146,0
23147,1
23148,1
23149,0
23151,0
23152,0
23153,0
23154,1
23155,1
23156,0
23157,1
23158,1
23159,0
23160,1
23161,1
23163,0
23164,1
23165,0
23166,1
23167,1
23168,1
23169,1
23171,0
23172,1
23173,1
23174,0
23176,1
23177,0
23178,1
23182,0
23183,0
23184,1
23185,1
23186,1
23187,1
23188,1
23189,1
23191,1
23192,0
23195,1
23196,1
23197,1
23199,1
23200,0
23202,2
23204,0
23208,0
23210,0
23212,1
23213,1
23216,1
23218,0
23219,2
23220,1
23221,1
23222,0
23223,1
23224,0
23227,0
23228,0
23229,1
23230,1
23231,0
23233,1
23237,1
23238,1
23239,1
23240,0
23241,0
23242,0
23243,1
23244,0
23245,1
23246,2
23247,1
23248,1
23249,1
23251,1
23252,1
23254,0
23255,1
23256,0
23257,0
23258,1
23259,0
23261,1
23262,0
23264,1
23265,1
23266,1
23268,1
23269,0
23270,2
23271,0
23272,1
23273,0
23274,0
23275,1
23276,1
23278,1
23280,0
23281,1
23282,2
23283,1
23284,1
23286,1
23287,0
23288,1
23290,0
23291,1
23295,1
23296,0
23297,0
23298,2
23299,1
23300,1
23301,1
23302,0
23305,1
23307,0
23308,1
23309,2
23310,1
23312,1
23313,0
23314,1
23315,2
23317,1
23319,0
23320,1
23321,1
23322,1
23323,1
23325,1
23326,1
23327,1
23328,1
23329,0
23330,1
23331,0
23332,0
23334,1
23336,1
23337,0
23338,1
23340,1
23341,0
23343,0
23344,0
23345,2
23346,0
23347,0
23348,2
23349,0
23350,1
23352,0
23353,1
23354,0
23355,2
23356,1
23358,1
23360,0
23361,1
23362,2
23363,2
23364,1
23365,1
23366,2
23368,1
23369,1
23370,1
23371,1
23372,1
23373,0
23374,0
23375,0
23376,0
23377,1
23378,1
23380,2
23381,0
23382,0
23383,1
23384,0
23385,1
23386,0
23387,0
23388,1
23389,1
23390,1
23391,1
23392,0
23393,1
23394,1
23395,0
23396,1
23398,1
23399,1
23400,1
23402,2
23403,0
23405,0
23406,1
23407,1
23408,0
23409,1
23410,0
23411,0
23412,0
23415,0
23416,1
23417,1
23418,1
23419,1
23421,0
23422,0
23423,1
23426,0
23427,0
23428,1
23430,0
23431,2
23432,0
23434,0
23437,2
23438,1
23439,1
23440,1
23441,0
23443,0
23445,0
23446,2
23447,1
23448,1
23449,1
23450,2
23451,1
23452,0
23454,1
23455,0
23456,0
23457,0
23458,1
23459,0
23460,1
23461,1
23462,1
23463,1
23466,1
23467,1
23468,1
23470,1
23471,1
23472,1
23473,0
23474,1
23475,1
23476,0
23478,1
23479,0
23480,0
23481,1
23482,0
23483,0
23484,1
23485,1
23486,0
23488,2
23489,2
23490,1
23491,1
23492,1
